sku_id,date,forecast
SKU0199,2025-10-12,148.69298385107658
SKU0001,2025-10-12,164.88679972668294
SKU0198,2025-10-12,2.1299499799312978
SKU0003,2025-10-12,12.105056926045648
SKU0002,2025-10-12,328.62261474964686
SKU0197,2025-10-12,409.2576458339258
SKU0166,2025-10-12,398.2651996838209
SKU0005,2025-10-12,5.535604229039714
SKU0087,2025-10-12,11.955700374591057
SKU0155,2025-10-12,72.89034548144805
SKU0088,2025-10-12,235.98784776477598
SKU0089,2025-10-12,10.383742567672185
SKU0090,2025-10-12,350.62442321124416
SKU0154,2025-10-12,268.4582855729565
SKU0091,2025-10-12,16.496805552268206
SKU0153,2025-10-12,166.3680790077734
SKU0092,2025-10-12,223.78379158347093
SKU0086,2025-10-12,33.81992743866731
SKU0152,2025-10-12,60.293174040989825
SKU0094,2025-10-12,26.982585667947557
SKU0095,2025-10-12,130.39363007160347
SKU0151,2025-10-12,46.81469648821714
SKU0096,2025-10-12,233.65089938060135
SKU0097,2025-10-12,13.590967870960505
SKU0150,2025-10-12,12.466843780162806
SKU0098,2025-10-12,49.33275690822099
SKU0099,2025-10-12,16.58248572077549
SKU0149,2025-10-12,22.724011480779154
SKU0093,2025-10-12,332.1772146479558
SKU0100,2025-10-12,2.1299499799312978
SKU0156,2025-10-12,17.066079134719697
SKU0084,2025-10-12,8.429593283577347
SKU0071,2025-10-12,50.205664889820184
SKU0163,2025-10-12,5.411446059372248
SKU0072,2025-10-12,346.7507740380059
SKU0073,2025-10-12,131.38577029080736
SKU0162,2025-10-12,61.79315380837998
SKU0074,2025-10-12,186.0733556849665
SKU0075,2025-10-12,84.35504305643649
SKU0161,2025-10-12,311.08288710826747
SKU0076,2025-10-12,32.84100189803433
SKU0085,2025-10-12,177.93466788701718
SKU0077,2025-10-12,290.51566684146576
SKU0078,2025-10-12,188.91056854307834
SKU0079,2025-10-12,6.133357891073334
SKU0159,2025-10-12,11.050621812317752
SKU0080,2025-10-12,3.6515663420804327
SKU0081,2025-10-12,219.2744960239731
SKU0158,2025-10-12,2.1299499799312978
SKU0082,2025-10-12,31.742747998634012
SKU0083,2025-10-12,13.068156249512299
SKU0157,2025-10-12,2.1299499799312978
SKU0160,2025-10-12,310.73039298839876
SKU0101,2025-10-12,145.88561952262287
SKU0148,2025-10-12,208.28466397651962
SKU0102,2025-10-12,155.64508024242429
SKU0138,2025-10-12,180.38460619777163
SKU0119,2025-10-12,315.8034080180378
SKU0120,2025-10-12,85.48066297521834
SKU0137,2025-10-12,124.0788218083164
SKU0121,2025-10-12,12.220999305540232
SKU0122,2025-10-12,24.03238104092581
SKU0136,2025-10-12,142.58349322469772
SKU0123,2025-10-12,347.3879368547719
SKU0124,2025-10-12,399.61450086560865
SKU0118,2025-10-12,184.81089873339667
SKU0135,2025-10-12,2.2066686164990017
SKU0126,2025-10-12,38.99465672255231
SKU0127,2025-10-12,19.039764574870865
SKU0134,2025-10-12,18.55852418844265
SKU0128,2025-10-12,80.50684051593109
SKU0129,2025-10-12,33.315982986397934
SKU0133,2025-10-12,2.2035810112631298
SKU0130,2025-10-12,3.6515663420804327
SKU0131,2025-10-12,17.053227391705594
SKU0132,2025-10-12,76.31385322190033
SKU0125,2025-10-12,25.798735066345973
SKU0117,2025-10-12,2.1299499799312978
SKU0139,2025-10-12,13.725699172540326
SKU0116,2025-10-12,2.1299499799312978
SKU0103,2025-10-12,20.973443969086127
SKU0147,2025-10-12,266.7825548315897
SKU0104,2025-10-12,244.18985404697824
SKU0105,2025-10-12,2.1299499799312978
SKU0146,2025-10-12,2.1299499799312978
SKU0106,2025-10-12,219.41098739268787
SKU0145,2025-10-12,399.61450086560865
SKU0107,2025-10-12,38.46124088283717
SKU0144,2025-10-12,9.520322487393244
SKU0143,2025-10-12,6.589260196394869
SKU0108,2025-10-12,2.1299499799312978
SKU0109,2025-10-12,179.8085336766031
SKU0110,2025-10-12,45.09304298704255
SKU0142,2025-10-12,49.46407834599647
SKU0111,2025-10-12,65.26687887568256
SKU0112,2025-10-12,6.975259662486772
SKU0141,2025-10-12,76.94341820868277
SKU0113,2025-10-12,2.1299499799312978
SKU0114,2025-10-12,114.33782845977548
SKU0140,2025-10-12,8.343680342487295
SKU0115,2025-10-12,411.4366542117497
SKU0070,2025-10-12,161.27264441898456
SKU0004,2025-10-12,2.1299499799312978
SKU0164,2025-10-12,77.83158775329916
SKU0068,2025-10-12,261.22965715189855
SKU0188,2025-10-12,2.1299499799312978
SKU0022,2025-10-12,184.77523155743458
SKU0023,2025-10-12,151.6721435202491
SKU0187,2025-10-12,65.9330439058536
SKU0024,2025-10-12,6.275578934831138
SKU0025,2025-10-12,8.39350580180253
SKU0186,2025-10-12,23.336621033758227
SKU0026,2025-10-12,378.64247647951623
SKU0027,2025-10-12,39.76376885665651
SKU0021,2025-10-12,58.93595609212666
SKU0185,2025-10-12,321.64238181764307
SKU0029,2025-10-12,43.984467311311505
SKU0184,2025-10-12,353.9984267550954
SKU0030,2025-10-12,60.401936922933146
SKU0031,2025-10-12,2.1299499799312978
SKU0032,2025-10-12,345.17743433313734
SKU0183,2025-10-12,188.71701765991224
SKU0033,2025-10-12,35.79137834780095
SKU0034,2025-10-12,108.89808886063493
SKU0182,2025-10-12,391.5884744957087
SKU0028,2025-10-12,20.622073637476667
SKU0181,2025-10-12,189.26095716313023
SKU0020,2025-10-12,40.06975419239254
SKU0019,2025-10-12,11.899935837454905
SKU0196,2025-10-12,16.236010285735908
SKU0006,2025-10-12,136.08588855522441
SKU0007,2025-10-12,78.74910941189826
SKU0195,2025-10-12,5.313517524879577
SKU0008,2025-10-12,154.84377880832602
SKU0009,2025-10-12,114.9165205694744
SKU0194,2025-10-12,115.02481113798872
SKU0010,2025-10-12,364.7723634045114
SKU0011,2025-10-12,231.20243956013596
SKU0189,2025-10-12,331.2159628650083
SKU0193,2025-10-12,15.043284642265851
SKU0013,2025-10-12,30.691516139904795
SKU0192,2025-10-12,18.62851569928593
SKU0014,2025-10-12,90.39533007272586
SKU0015,2025-10-12,113.81069078253417
SKU0191,2025-10-12,139.27378046956008
SKU0016,2025-10-12,214.03648853953896
SKU0017,2025-10-12,5.646597622254144
SKU0190,2025-10-12,293.6753824978244
SKU0018,2025-10-12,2.1299499799312978
SKU0012,2025-10-12,11.05897323618789
SKU0035,2025-10-12,63.82279650941284
SKU0180,2025-10-12,2.2035810112631298
SKU0036,2025-10-12,18.49790689639472
SKU0054,2025-10-12,102.32770651469957
SKU0171,2025-10-12,173.85922710260448
SKU0055,2025-10-12,6.034688927068809
SKU0056,2025-10-12,195.56762910134523
SKU0170,2025-10-12,148.01470640446308
SKU0057,2025-10-12,308.8364398890069
SKU0058,2025-10-12,29.17330931948802
SKU0059,2025-10-12,111.22689663480703
SKU0169,2025-10-12,202.56253185221797
SKU0053,2025-10-12,10.539865234977725
SKU0060,2025-10-12,15.808905967963861
SKU0168,2025-10-12,107.92339229392392
SKU0062,2025-10-12,143.46167336068225
SKU0063,2025-10-12,96.91897931434406
SKU0167,2025-10-12,169.40611275916055
